height, algo, pow_hash, timestamp, bits
258, x11, 009f54d676c3e05ac6fa7e9f5278874efd76b4733ba94ef656770057d1064af8, 1545978529, 2000bdde
259, sha256d, 00a024aa7ad49d46bd5e859245aebf2619bef56227186b51150c9d0d209c9c62, 1545978574, 2000ab5f
260, scrypt, 00433f6e967f35746e9a649940d55b218c315b04f4571d6e18443d49c76998af, 1545978589, 20009b13
261, stribog, 004777e3f57bcb695e5d9d7960901a6a69fe439c7fddc1f0f8335def317ade30, 1545978604, 20008c15
262, x11, 0063b44af3f582d051195388cd8f15fc9e65245175deae9cde4fab13beac1385, 1545978619, 1f7e5344
263, lyra2rev2, 000418c9b836700ef1e7489e87d18b72c2c564a8ae2c7dc59c364ef09c5d8d92, 1545978634, 200099db
264, sha256d, 000f6f1fa88b22ef899fe8caa5e4549589bc32e4ee885e8f9686e3c2b64fb134, 1545978649, 20008a46
265, x11, 003f4fe8b38fc864b17db387b6bebd47e3d1421379763f25c3ebfe12a0ffdb64, 1545978664, 1f7c0f7f
266, stribog, 005a8e1c15663aa27be67cc51e8924ba7e95eb2052d444fcfac4ba4f48d15021, 1545978679, 1f6f1f34
267, sha256d, 00268dbf939ac26054aeee836aa248d0bc46e4db6e59a7e06dd496f04f6e36c1, 1545978694, 1f635de1
268, skein, 00428b5d06fbe60ffbbddf164485a2f9dded86c4b64b9ca13267168309548153, 1545978709, 1f58b534
269, blake14lr, 001436733ccfc8477ae531bc8c5cd0f5e13f00610bed0d139e3e32fa9a530e97, 1545978724, 1f4f0fd3
270, lyra2rev2, 002d114cfa8f8bc9797d6619397462d7db2eb79301c40361595010af527936e5, 1545978739, 1f5e991b
271, sha256d, 0037298052c94eb2d4e8585ba19ae260360ed28fdd9c1d71aa99bb07c59bf56a, 1545978754, 1f54094f
272, scrypt, 001fb740f702ed42a7430302b9515706b00f4c52efb9f8d6fa109027ac6a7fef, 1545978784, 1f4a8872
273, blake14lr, 001b91731c75722c333e26c8147b8c72c609e1a6129f6c0166708d3a36ffb498, 1545978814, 1f4222ab
274, cryptonight7v2, 0023a3072f955a99a1ded77e9a475601bb361c1f7b9780e28c9692cd23cef373, 1545978904, 1f434269
275, x11, 002444527de0b59cfc2601f51acba0f1547e2c952e79b7d2e1a162be22b65f38, 1545978934, 1f3c3ac8
276, x11, 001b42e6e6dfd3219a19df2773a849bb1392d0f49990d84d0d24f4ab4431b198, 1545978979, 1f35f520
277, scrypt, 0010d72a9328a4d6c859dd47e12380268e64439cc4cd6aa78d90334fd002fcad, 1545979039, 1f307505
278, skein, 000395607c632541d04bf6575b9f39a8dcee0e1d431d8fb50732b5e2ccb0c44b, 1545979054, 1f2bb5fc
279, skein, 0013098d2be5a9f72b85d7754b9db405d9e7ac45a952a99e8bcea5b270ba3bd5, 1545979064, 1f275db8
280, cryptonight7v2, 00104e097207a605472af9c1e5c757716dca66f0548571f64fcbe61c9e33a857, 1545979159, 1f295545
281, keccak, 000308e0e02d137be26965dde4f7afbb59ff027d9a2b1fb2e686f4a4f843f61e, 1545979234, 1f2579ef
282, skein, 00095f64407cc9b3eea845b347d5f52a3a160286f9c17db2cf0b7e9f5c388081, 1545979369, 1f223152
283, skein, 00074204c4b9003ea5538ad2a43f9da037d34bc9a2b1811987c4b7448295bf86, 1545979384, 1f1fa21e
284, sha256d, 001a7c08ab59833b435966554be58ace42e75a1e764144f7f3981274c862aebe, 1545979549, 1f1d37c0
285, scrypt, 000a64b9c8686cae59addb558a3e42ad4333d89070dd51f580577e0c47a2ceb4, 1545979639, 1f1b758e
286, cryptonight7v2, 0013e60d10dac9a753ce20c9441d7296fd16fc8367a73bbaf376f084d91c285c, 1545979699, 1f1e762b
287, x11, 00076b17a5d6774632e30e458c50649690014a57b9927bf4f9b42603d69d27ff, 1545979759, 1f1cf630
288, sha256d, 0000d8c026ae95d51e200ed396f9d65ad76d1d7cd9ec66763484f21e5bf57eb1, 1545979804, 1f1ba450
289, stribog, 000c757c96767b34ba2b1ce2d1cf8cb8737303267d3421e2bf8bee412e6e096f, 1545979864, 1f1a6f49
290, cryptonight7v2, 0007d1d06583f4cffb2344253019f80452c65aecd50db4ad073b756b03422735, 1545979879, 1f1e4d9f
291, stribog, 000428e0934a574e0216c7286018d7a6c66e3aeacbb6caefd45dc5d821b3812b, 1545979894, 1f1d0a9c
292, sha256d, 0007c2b69359a3b35565800fc1b8cf1f5996badf46c4e67eee80d3a513323a41, 1545979999, 1f1bc94c
293, keccak, 001a2bf6fd0c0378490b63b54de0324611d77f9ca2043d39973be464b643856d, 1545980044, 1f1ad409
294, sha256d, 0018f62e3e6f8e01319713c0073e89c193fbbc89c810ae456e30bf4ba6c6c05a, 1545980119, 1f19f3ce
295, cryptonight7v2, 000f5045ac34202c276d5dc1990d66bb0457979fb753fbef371f6e54707619bc, 1545980164, 1f1df38b
296, lyra2rev2, 000bb700b62acea0e9c7bf39ae051c982325166ab2ed6e57d93fc27c42fa6c2e, 1545980209, 1f26468f
297, keccak, 00132af24048451e132432978ea1bc748a9208e1bebd6c4da93411ab38f5aea5, 1545980239, 1f255cf1
298, scrypt, 0020b7534196b300d8ea0a7289955b5d56934a67fa6f81f99d936b981abc5a57, 1545980269, 1f2479aa
299, scrypt, 000c5e6a62c0ec889f283641597e6b72b227b4298d3a82670cd79826dac6b40c, 1545980359, 1f239c89
300, keccak, 001bdbac2ff746f538f5778400ec62ae994441d2ba2937382140a90f5b8543bc, 1545980419, 1f23028d
301, blake14lr, 000abc7b84150523b96a7d1a6a65df37993b3a3ee18b8d4127d7c292b19259e2, 1545980464, 1f2289a6
302, cryptonight7v2, 001a6c52a9d1a867b057a0c4f5613db992508fcff11db0fb112d23093797906d, 1545980554, 1f283592
303, blake14lr, 00226a84fe02f092c92f0ba7af2abc060459397cf1a172b750aa1a9281bdcd6c, 1545980599, 1f2d1246
304, skein, 001f48378c86cbe09048e31de9a0d180892ea5ba511befc72fac92f592328ff9, 1545980614, 1f2ceacb
305, skein, 0002e2894443151ecb4af0d32cbc33747ba0695ac984f1db8cd6e82c80a14186, 1545980617, 1f2cb09a
306, x11, 000715412113f3d8329063d2999296697aff60379be6aae04ae259f70a80846f, 1545980629, 1f2c5506
307, lyra2rev2, 0000e3d6c49027d502cd5331e62c0b70ed23b8ab883a8c0e35bae24c15c6cfa0, 1545980704, 1f3fa22a
308, scrypt, 0003dbcd7c5bc04379c5990c71ed7053a6fee32de6064efbc7b9345bd94c9a2b, 1545980719, 1f3f5089
309, x11, 00012949b2b1a8be172d84538f6c14146b909b99dd133abeb178a2485b29ac1e, 1545980779, 1f3ee52e
310, keccak, 000245d057bcd3f48fe1bf08e13682ec190bd13e7ddacd2d96545c0d05504948, 1545980809, 1f3eaf29
311, keccak, 001d80e184fd34103e7c99a297c91fa60dd75ad22b5a98b090c4225ed4cc356e, 1545980854, 1f3e797f
312, scrypt, 0003433b386da3420e53f01509a0e86083c04e10f3f1ee6f0ee327006e72beb6, 1545980899, 1f3e5dfa
313, cryptonight7v2, 00423e57aff6f9bca76c3871a75cdb73bc2585e731c31221f16711c4c52708d3, 1545980929, 1f49d8a1
314, x11, 00080d02d2d6dde325b2ed54744b7c16da541a633bbc03c5a48cc81df54a5683, 1545980959, 1f49d69b
315, sha256d, 000e33d7410ed2e76a1c81d1a13ed48296dc36da73754f10d6357c3a70dcbebf, 1545980974, 1f49d497
316, blake14lr, 0042de1e3183e9e54fe3099253bccb6e9a9031f28436b6366450b27abb7f869e, 1545980989, 1f5507bb
317, keccak, 000de7e6418d39e1c97d3f1da20b3c31fd852311967a961edad83234c08d73a1, 1545981004, 1f54c052
318, keccak, 001e58f29e6d1c2be5f8bc57686a76ad2fc1c1afa7eb954e1a538737c2089ff6, 1545981019, 1f54570a
319, stribog, 00316c7b28e5de4d746b2774f385dad47d0211cefc5a53acbc5d2d3c6f4be025, 1545981079, 1f53cc8c
320, stribog, 00107e5bd92993da52f8aebc3749d203b26d25def9871453f1d1e3613b9cf902, 1545981081, 1f5386d6
321, keccak, 001972b8216c2bed4aa9df879ed5cfeebc0a6568105e585c1008ec4a7cb9cdf7, 1545981094, 1f530302
322, cryptonight7v2, 0004ae88c286c551fda510ffc0df96fc87c4d1ded996629bbbe1a18354a5d659, 1545981124, 1f62262e
323, sha256d, 004799467c3f7eb28d1bf3d9393b8d47358bc5e0065d6b016ed752fd00e0a68d, 1545981229, 1f631151
324, x11, 0027353e92280383e6bdce4a79ef545fbbb800ea5e3a4ceb5fc8ffb15c414f28, 1545981274, 1f630eb0
325, stribog, 001fac9fc73c168b929d360e8b19405102f9181660c188b0a86a1ee813d1b6b8, 1545981289, 1f633353
326, skein, 004fe8aede698269927c75cac6e69377b191e24d12e3faaf24e5538d9218eff9, 1545981304, 1f6330b6
327, skein, 0006091a4f65dedf9728385f4f12d4e3e66361d220202bcec5e904fac381b4db, 1545981319, 1f63070a
328, x11, 002506684c3fb1b6701fefd37a94e994af0a9191885f4f610f1a778c95f6b9cc, 1545981334, 1f62b6ae
329, keccak, 000fd1f07ad4bf1900d1699bd4afe0f2c1596f854002bc82a386ef8e79cd0d23, 1545981364, 1f62402e
330, cryptonight7v2, 00062e0078603c3c36f6340e42b3163733bfcf65750997000660af1a8cdefb5b, 1545981379, 1f738d07
331, scrypt, 00035768e866cef4c50e1e3d5151704a5646ad1cd047dbcf620939d0f32f2363, 1545981409, 1f72d634
332, stribog, 00343a27f5e1991b991d5df5754a4fc411324beda94e15ab78064cfffcda3bf9, 1545981424, 1f722110
333, keccak, 00470efa81cc52efe1b38300f18f1c082b838b1fb188460e67d9d54dc76bbce7, 1545981499, 1f714172
334, skein, 002699a32dfa2e4237afaf26daf22d02cc768d34048aa6500b2f7f50611e2c76, 1545981514, 1f70e734
335, sha256d, 0042da23ddd09737c09f8d718c141a9e7bddc0871642d97353fc826de409a3aa, 1545981529, 1f73f1c2
336, sha256d, 0010bcfdddfacfde0371c013f43a50c7be40efa437748639685ab4d132044109, 1545981559, 1f7703eb
337, scrypt, 003966a877e911a9a4886050c89b544faadeba967c8517dca2d9c4ff110366ec, 1545981574, 1f764afd
338, x11, 006e618f44c96b3f4a2f3b2adb7385492381c3156736bf8723b3383a4af82193, 1545981589, 1f7566aa
339, blake14lr, 007d1f1ab5d8ad6676ff92761283ea9bfda7d2e5e59727dd70003bf4529eb0b4, 1545981604, 2000866f
340, sha256d, 0003ad6666794223dd1e1cf57ba4139cbee12c26d15e3797689cb8c210d074c9, 1545981634, 200086e3
341, cryptonight7v2, 004a899d95e7abefdf69a9b8af7f0fac850a87ec2e9652e09f44e8636e543b92, 1545981649, 20009c73
342, stribog, 003fb0dc57504138821e5619e85b5c41ab9650ef040056ecccb107dd8900f829, 1545981664, 20009a97
343, sha256d, 008ebc2b1ade3863a3daff501cb8abddeef8cd8752ee9442b2ef171325947277, 1545981679, 20009888
344, scrypt, 00215a17992e2afb77230363031c6e25e456b4599682bcbec8c6ffb7314a93a6, 1545981694, 20009649
345, lyra2rev2, 008375dcb27e778287fc3250fc5b6678ffaac463807622af285b15c9567159bc, 1545981724, 2000df1c
346, lyra2rev2, 0081ccf64e9363fa1aead5f8cdf2db1770c81f3a902f861e6f7a3e4580e84c67, 1545981732, 20015c72
347, keccak, 00ec9bfe0bddbe6681179b229f10c464fef5f8f4f068a64a10fe0578c3b789b8, 1545981739, 2001561d
348, stribog, 0122bc993947650c0263a859cffe02329ed4a4added22d934132406f126d76a3, 1545981754, 20014f28
349, scrypt, 004de23aaf4a5ac203a0f7d319e4ac2a8869afb21a8e0ee9d1958ca86fbef6fc, 1545981762, 200147e1
350, keccak, 009c80e830ef17584a911672acc39d3de53b4d6b571146c7a018e501ec655f1a, 1545981769, 20014017
351, cryptonight7v2, 00ea100ac87f20aeac7a1c12be79b319e84dea830b4e053d54c77a759f38865a, 1545981780, 20016ba2
352, cryptonight7v2, 0035a277cac4dd2c69fde3452318138815a03ca7792b418a0a2498dbc856600a, 1545981782, 20019667
353, blake14lr, 01b781f0214c555bd0f3e1386a7587a5aeb3eeedd037edb3218d0f38933a6145, 1545981784, 2001d320
354, stribog, 0197fb25958b415177dc12338b8af7b5202ef54f177501fd25265285077abb6f, 1545981799, 2001c3d1
355, stribog, 005bd8c61a6bfea10f55c8d1e4d7d985cfc15803023fd4d4e8540f3967ac5793, 1545981800, 2001b46a
356, scrypt, 0129988c2d06b449576764bde163f3370aca0270d3a7d6e3d7069ca50ecd0c99, 1545981814, 2001a463
357, lyra2rev2, 00632c172836d625931898d6247cb4bd0b0f2b1dc86a16569b37eb34b5cb0b1f, 1545981829, 20023fff
358, scrypt, 021a19b0f6a4e50bc1410aa99b472f6bd48bf9e1536f49dc584720da396df9b0, 1545981844, 2002294a
359, scrypt, 00380c495060c431e443ada0cd34ec8199b2a5088a9b1a4f7102d42750149894, 1545981846, 200212c3
360, keccak, 00e7a8a5e0673d5375e2b603b4ce110917ebba65e731a8b89d51750f4d34e9e6, 1545981856, 2001fbd4
361, lyra2rev2, 01c8636d904d3394cdbb20c1c2a4f7e3be58a94ed390f43ece2b9cd4e3e6e3e9, 1545981859, 20023fff
362, keccak, 00a6285018b3341d8956195cd1cdf39d87a95fe44c5c9aa80af94281ea7cac67, 1545981865, 200224be
363, stribog, 018318de9a4f50b6af5ca53394d12cdd192f308b6e76c501e375fb6f46604e02, 1545981867, 200209a2
364, scrypt, 00b27e1bcefbb1071f3637a4f3eb8c14cad34d272bdb9b34f3d68556dfc91e74, 1545981875, 2001ee97
365, skein, 01c99cab43c107217191437d458e2c8e390b0d8a8b509d5e2fe4c0c60d33940a, 1545981889, 2001d405
366, keccak, 018517926367ae586472dc0617f11bcfc450e66ab1581f2aee1641fc3ccab7cb, 1545981904, 2001ba42
367, skein, 00439d8fdac1df1e5a70229eb740cb8aaf9e50329b34717222334c8ac1837c93, 1545981911, 2001a160
368, sha256d, 00b455399e2002e01e484ffb6b6f7114c6ae32a6536a434c782b32c32f2776f6, 1545981919, 20018915
369, blake14lr, 00254cc3977fda5e48f8ada5bc6220d567f2f9613034298fea7176aee72e0a68, 1545981925, 2001b491
370, stribog, 013bf15ec429f8193f5b00489b40163acb6becb5c475339a624ec5b79a77c4e2, 1545981934, 2001997a
371, scrypt, 0173d199e3303f69b3b333119bdbeea6b02263db88eae191e95fc2462f18da1f, 1545981949, 20017f5c
372, keccak, 00e491f424d3ed73710be84512e007b15b31e9bb435ff6b2518a943090c500c0, 1545981964, 20016675
373, keccak, 0106db4a5ddd1a413c5e8ce535525d22cf0a9d1cf353fc5cda4623276599e88c, 1545981979, 20014ec0
374, x11, 007580bf15bfcdbba7961c3fcf3c464aba0bc58a64ac4510a1eeaa7a98f7e2bd, 1545981984, 20013839
375, sha256d, 0025625193862ab029a29c08d344b47467f25da788b8a82ec9e4a20c16f227c9, 1545981994, 20012292
376, skein, 00d3743ad2b2c8b7929c909910d1e13fbf95b96822392a428b97c91a1ba0efa8, 1545982009, 20010df4
377, skein, 00ea4d900ad29c76b8f295b27e19ca26163e0e93e82fcba269234e9ad049d24e, 1545982011, 2000fa7e
378, x11, 00d4236e62201c27798264e699c3194bbd6fe6288e0d8ce7f430dc2120b05e45, 1545982024, 2000e7dc
379, x11, 004f48831234ac87f61cf5e6d94aa61a49cf5554e31334c1f3fa7711dc28c313, 1545982033, 2000d64f
380, cryptonight7v2, 008cc61d79e709089c897ad37f8f1e3d3813a510a948e0a9007ec0111f5c270f, 1545982054, 2000dd47
381, sha256d, 002cdb46599b75aca44efa6d2df2979bef92b6dc82a9d9c455a0ff31555de2ec, 1545982070, 2000cc08
382, x11, 0047759c219bcb7da4cda957e31d4b98d8c3a31ed3345d0fbe08f651a8056880, 1545982099, 2000bbec
383, keccak, 0054f64a900ae13571e52bddf61391cfe9dca07d23dacf8653f9ad0cedbc13c2, 1545982114, 2000ad1b
384, keccak, 00947d8f4ce90edfd51726dedff77d37630e332de30c644818ceeef9123e2fe2, 1545982129, 20009f44
385, keccak, 008f46533e77143e3e698a94ecf3ec0d87832d0d3ce5ccb33a73a584cb0f7dad, 1545982174, 2000925c
386, x11, 007452f8ae94149de31c628b3710a96e5b2322063d4ac60a63d992bf091ac2ab, 1545982204, 200086b8
387, sha256d, 001defc4855602407f113fd9e4c250d740658421f3b257051ed40157e5643b0e, 1545982234, 1f7c08d9
388, keccak, 004d2329affe9f08ca8c6535519cce4886fc7e7b55c5bc9292f00ced89972c57, 1545982279, 1f723923
389, stribog, 005585731474fb62ca42be2b6df082534f28a9fcc09c7fb6aa93a6e5053b5da5, 1545982324, 1f695bdd
390, stribog, 004f1584f2b13118a8996a59a0390312578920846c656142f312bfaf3105b0d4, 1545982327, 1f6156d9
391, lyra2rev2, 0073ebb1ba38c0b888d14a4b6cbb85ff5c0bda49282d02f3e9708a462b88d61f, 1545982340, 200082c3
392, keccak, 00175500bae05e20ba7333e7202b9a3732c01212c3137414b3a420deed2d28ee, 1545982354, 1f785e2a
393, scrypt, 00575b5a55bebe157fc1c1ab206edf1c6a79787d595dcde6c2bcfa08d18481a9, 1545982369, 1f6ea910
394, lyra2rev2, 0050a6523eaf3f800b6b63cad163537b619bfa984fa06eecec867daa80bcf78c, 1545982385, 200093bd
395, stribog, 0061fcd8b262cbbb8c072d5012002fc55b8b50304ddf857543350992cd09f5b6, 1545982414, 20008785
396, keccak, 00141e11497c200312ef53f9cfebd30d944a28c25c7d48c4f0a6c2f5d5ebf4a7, 1545982444, 1f7c5455
397, lyra2rev2, 00235f76a7a647b0ad96cac7d82423e7b9147bec6a2986a1218a5c5278dd1c4a, 1545982459, 2000a23d
398, skein, 002242e8c1b8ed388e70797ed8d77d618efdc30523dedb7457b42e4370abc50c, 1545982504, 200094b4
399, stribog, 00418e6934bf22d5db7a918296e337d44e43fe68ec07d15fa8a9cc1ca314bf8a, 1545982519, 20008884
400, x11, 004d1da41b443031e77c1eeb1576b909277b4239681f38cfc0074e14c63e785e, 1545982549, 1f7d2f5f
401, stribog, 006f6234b2521197b70535e40c817a2de3a2480dbfbcc2d5d5b0e2c4c1074813, 1545982579, 1f72d228
402, keccak, 00668400739667472dd900cffae7ca1a95c9a16d498173106f037d93e2e749e4, 1545982594, 1f6956b0
403, sha256d, 002233c64a90d0c82a8f5c07d9e4e528ae0bcb03d3899d92569fe063fc83bfdd, 1545982609, 1f60879e
404, keccak, 0020de1c7141f16d1e3afadf92eeab508f6d9f5095e115cbd93bd3535b848a1f, 1545982624, 1f585b87
405, sha256d, 000e876d997eb902c026b7fad46d10775f8a05e0f57668711edc8aba8927bcab, 1545982654, 1f50c93e
406, stribog, 00452991e25759ca63acbb30b4ba36dfffd9a2974ba04b3f182b554a077b4861, 1545982699, 1f49e170
407, sha256d, 00357c687d7be50a7ff71fca3f083f5faef5194ba78f5d26a013f40e668f822c, 1545982714, 1f43ac16
408, skein, 000dd0e6580375c423cf07354212e7c1b0f82d2f85076efdf96396a0983864c5, 1545982729, 1f3dea8b
409, skein, 00152ad14963efdf43fa43dc848562dd7c3bbb6b74e7e81a37272f54302aefad, 1545982731, 1f38962d
410, sha256d, 0032a0dd95ca9f9f00ea0998805e1c93ce00b79fe36d84e0152b9ff864b61e08, 1545982744, 1f33992a
411, x11, 0010051574c3d57f59a04a69954114b37f2bf12b46a176033f278620239ee6be, 1545982774, 1f2efd46
412, cryptonight7v2, 00226374316887cc13546722e7cbd8edb55477c80fe0dff0f0eec5f0f6b264c9, 1545982789, 1f2f7406
413, cryptonight7v2, 00258cda415f9a953aba0eebbdf5c7ed3d61fc859220a034f6ba988b7a052ed0, 1545982804, 1f314cd3
414, sha256d, 00244d69c7c5ecf81e18acc5eab05588c29ab87dedb2f4d2cd18a84e58a01820, 1545982834, 1f2ccf10
415, x11, 000c0706acf5b1235971495d059e55a0b8cbe78d4b7c7e1e046aa8ec57b34eb4, 1545982879, 1f28bc93
416, cryptonight7v2, 0011fa214d18935c9bee8a28c67a9dcca5a65dc2746d7d85c3d4b15da141e1e9, 1545982909, 1f29edd0
417, skein, 001dcbf68a121ef470dba6e9439431a14f08a712aa88ab9316895f381603d50c, 1545982924, 1f262ff5
418, keccak, 001853a704903d49d8be59477ae44d8381c8b2d901d25e87993ba3fb4b648f85, 1545982939, 1f22bded
419, stribog, 0010315c819f976b15474f66c870a45f71727614c5e669a51fd15498952065c5, 1545982969, 1f1f92bc
420, blake14lr, 00122d753623e6475fbdc922f87bc90bdde7037372e51435dba158d77dc93745, 1545982999, 1f215d84
421, x11, 0013a35f0670e488995ca877728e9ad4216bb3f925344bfaae86b14321a5a8ec, 1545983014, 1f1e5630
422, sha256d, 0003243ef353b4d5058ff465395eda66142814e82f8e1989de6064fee99a9f25, 1545983029, 1f1b8dab
423, lyra2rev2, 000d1f85d4743eccc63f81289029532b0c426df3b502d7557268c4592a773770, 1545983269, 1f22872f
424, lyra2rev2, 0023d9720c34e76f97207cfc4c4416a57a6f1d0da0287389e099e07404fd9ba4, 1545983284, 1f2d1339
425, x11, 0020129149ea7602d55fe1f48d716b214a92232d885b145a886c6b3957bb98b2, 1545983314, 1f299bba
426, stribog, 000bb1e11171f2c9fe3c9333be896fe64e50a4b3946585ad056efe43ffabd900, 1545983359, 1f266a6c
427, cryptonight7v2, 001db89f5f45a2b81707735032b9de11c262930dd711459171bc568a3c7439de, 1545983464, 1f27601c
428, keccak, 0010f60b85159819b8fb2f32fa4e28dd91241686568f1b5bccaca961ff98c019, 1545983524, 1f24a548
429, cryptonight7v2, 0006f1ae6353b4ec29401fb793de75c210301c21e7a0492c5b0138d9d3807ba8, 1545983554, 1f266061
430, keccak, 00201e4df5f0b8168bf8def4bac1f2c2207ea70eb4a44a08da802e072c1ddb53, 1545983599, 1f23d16b
431, stribog, 0005542a74add9ba385772445706f99bca2636441811df4c45302c13fc919491, 1545983689, 1f217a3c
432, sha256d, 0019c6c31c3bfe16ad0f90ecb703196bf71af69f9b65d1f5f9211c62a5ad85da, 1545983764, 1f1f735e
433, sha256d, 000d4a620213baea2f10fb51f0f99ecfd59e9fac5fe4d570c9af01dacde6fa7e, 1545983794, 1f1da911
434, sha256d, 001befa72462a7a0c4fe3927178c237051b7151b89ffc79054e29be847b09d37, 1545983929, 1f1bf9da
435, sha256d, 000a03d5aabe30dbc9572c8a39bf980f6711f7ea2b482a7422873b53ea10ebab, 1545984034, 1f1a9df5
436, keccak, 00108176ba9393022f13786ff07d53a2dd0a213e23cd1a23390801a6ab3ee203, 1545984094, 1f197afa
437, scrypt, 0013657102910df02480a6721fc69af9d3cd1f3ff5913455a4167c16e3dc6405, 1545984154, 1f18740e
438, blake14lr, 001ac37f7f034a8d76a24a355afb370b1b81e9c799374cd836893ec7dc26d2b3, 1545984169, 1f1cb5ce
439, x11, 000b3e9bfe8f0696136cf2b1264767100d98dc972d6d4fef374d31bd29cfa800, 1545984214, 1f1b9753
440, skein, 0005a41dc7dd4e3e5130c24a11a13957e29bc74646f95d8db0703e0efa0d97ff, 1545984229, 1f1a8cb3
441, keccak, 000f3530f5f6d7fb65837ea207208c01dab4d90b5efacbc0a4231b04503661d0, 1545984244, 1f1984fc
442, keccak, 00115e30b76fbc5dbcade2c4694fe8018a114b1653d3f32c10fb21c6c587f175, 1545984319, 1f1880a7
443, stribog, 00048944984052aa79b2d90dea367b92c496cb74f5547293489fa316ca34a8e7, 1545984334, 1f179c99
444, x11, 000ef1ea4829fa63cc4b43a5d68f85540034508277c0c695c5b2a3f9fd5be4b2, 1545984394, 1f16ba7e
445, keccak, 000da96fd57b5899378b67d42ca54070a0ae59a8050b991169804f6b87512f12, 1545984409, 1f15ee79
446, lyra2rev2, 00159deeb2266247ee39c54a5ad3fe31cb4891474372a7628aaf1f1cd03dfe55, 1545984499, 1f1d6fd7
447, x11, 0011280c35d06aa70b5db01ca2f73483ad401858637618084501fbdacbfe4da6, 1545984529, 1f1c8231
448, x11, 000d01c8b0be83b13a36bce9fe358c48103015632a58cba7880dd2c61054747f, 1545984544, 1f1b9c8e
449, cryptonight7v2, 001b094b9fff652abc6a9c55d9222233f46f2dda18f503d7ce2233b2160e8826, 1545984634, 1f1dbcee
450, x11, 000dc3495e06e296b313962479844a8ec1fc5e89bf3634639283922f6394c575, 1545984739, 1f1ce7f2
451, scrypt, 000ee4c3cf836bdcb076fa9c6feb6e6550334a54b8720e13d1ad687d7b3bd8b4, 1545984784, 1f1c4296
452, skein, 000651f10efb0d0368cf6474dd4fee4f677955e898d95b790b06f345055dc104, 1545984814, 1f1ba951
453, lyra2rev2, 00129599377cd6fb918049059a279e9992c4d6480d1336318794faef2a51eacc, 1545984829, 1f276828
454, stribog, 001c013c3a90466d1f62e980a1ab80eb8ccaffd9364a5cb038082c45b1c83225, 1545984889, 1f268839
455, sha256d, 0003ed578c533ad4b07cca1a6545e2b3893f383e902151f1c1e16daa45e9f209, 1545984934, 1f25c384
456, keccak, 0007b94bd0cb74d45c14c941d9529b11c6f12700783037b273b5098c2c27e71e, 1545984964, 1f250dce
457, keccak, 0023dcad160b0d00ac22dd950e16795e5b5a199bf7d00adf10d36ba1fb8ba76e, 1545984994, 1f245be7
458, keccak, 0005654a962647f33cc7f0f95d50b71494faa6c8198f4da8af1b8e04e15987fc, 1545984996, 1f23adb8
459, sha256d, 000d15a28fb0179830bc060fbcb81d7a404a3b434ee5a0785413c34d5fe57149, 1545985009, 1f22f083
460, cryptonight7v2, 001db33c3b78474da9a251866b15eeb962c179dbac67caf99db46da680c608a3, 1545985054, 1f27b1ee
461, sha256d, 00235d0de44c02f092b203df3cb6bf9973280d49b7f960f327e4788a755fd122, 1545985084, 1f26dede
462, scrypt, 000e148160a3260e975eea517a04d824c841daeef54398083b92f53d14a5cc24, 1545985099, 1f2610a3
463, x11, 000d33c42059920d6ff598378e3f189d8062dfc57de2d2b6c2a894921aeaaa29, 1545985129, 1f253c8d
464, sha256d, 0016d74acb7dd37e56e8d9c0064c599a88f53963f5c77ebc6ea8a08f2c1a2616, 1545985144, 1f246d87
465, stribog, 000956bdce50b58e96c71aef6b02098fe8f215bb988a96688e3a685eeaf9fd03, 1545985249, 1f23995e
466, skein, 0000fac637a7949dbe221d323618c532c4e0a581aeba1411a99924543577a0cd, 1545985264, 1f22fb95
467, keccak, 0006f72c8d2228c13a13752a026c70c2abb61f1abe8e8161c3412119292649f1, 1545985294, 1f22573c
468, sha256d, 000dab68ac4df616c7d422cd8f4200ea3dac5bc0564dd6e5d5642ac4b264d651, 1545985354, 1f21b640
469, cryptonight7v2, 000c1cb9380d0a3676c3f75d13551e86d5b61be6e1e423ef0b7369c8a674d520, 1545985384, 1f275336
470, blake14lr, 001d7cdb1385f4c50ad16b675df1537b6a64fb65a82997cab60d3d05bc3edcf3, 1545985459, 1f3295d0
471, keccak, 0026f673ea9e594b8d47dada5fb283e677fd5241baedbdb22e614b3a4e7df082, 1545985474, 1f31ef39
472, blake14lr, 000ddec3c86b1b6baf74e01bcc19b5ff9e8996deeb53813d4c77dafb15149547, 1545985489, 1f4500b6
473, sha256d, 003bccb07d932985f8291ecd0ecd8c7eb3c22a39775410f22c332de22ebc2e6a, 1545985504, 1f43f8ed
474, blake14lr, 00178f1bdb022cb6e26ee4480bde338318008bcda3517278d51aac064e99fafa, 1545985520, 1f5d81f7
475, blake14lr, 0008568e0b1df5cea845b2553c02739c1538b8d5a7113373cab6aab4f596fa73, 1545985524, 1f7d6266
476, x11, 00752046a68920d2af6664de6933e4d103ea3570630f27f1b9ce55e993fdc001, 1545985534, 1f7b09f6
477, lyra2rev2, 005db4ab1ce942723f209fb9b9e72f0136b7d3e25ea334d0b06e4e0c30eb94c8, 1545985549, 2000b1a2
478, cryptonight7v2, 003eea5b9eb4e5a1825144a9ba708a6fb56569c7e4e2a01bb991a24401980fe0, 1545985564, 2000cea7
